,EN,TI,TI_tokenized,EN_tokenized
1034,"The sons of Eliphaz were Teman, Omar, Zepho, and Gatam, and Kenaz.",ደቂ ኤሊፋዝ ከኣ፡ ቴማን፡ ኦማር፡ ጼፎ፡ ጋዕታም፡ ቄናዝ ነበሩ።,"['ደቂ', 'ኤሊፋዝ', 'ከኣ', 'ቴማን', 'ኦማር', 'ጼፎ', 'ጋዕታም', 'ቄናዝ', 'ነበሩ']","['the', 'sons', 'of', 'eliphaz', 'were', 'teman', 'omar', 'zepho', 'and', 'gatam', 'and', 'kenaz']"
1035,"Timna was concubine to Eliphaz, Esau''s son; and she bore to Eliphaz Amalek. These are the sons of Adah, Esau''s wife.",ቲምናዕ ድማ ሰበይቲ ወሰኑ ንኤሊፋዝ ወዲ ኤሳው ነበረት እሞ፡ ኔሊፋዝ ኣማሌቅ ወለደትሉ። እዚኣቶም ደቂ ዓዳ ሰበይቲ ኤሳው እዮም።,"['ቲምናዕ', 'ድማ', 'ሰበይቲ', 'ወሰኑ', 'ንኤሊፋዝ', 'ወዲ', 'ኤሳው', 'ነበረት', 'እሞ', 'ኔሊፋዝ', 'ኣማሌቅ', 'ወለደትሉ', 'እዚኣቶም', 'ደቂ', 'ዓዳ', 'ሰበይቲ', 'ኤሳው', 'እዮም']","['timna', 'was', 'concubine', 'to', 'eliphaz', ""esau''s"", 'son', 'and', 'she', 'bore', 'to', 'eliphaz', 'amalek', 'these', 'are', 'the', 'sons', 'of', 'adah', ""esau''s"", 'wife']"
1036,"These are the sons of Reuel: Nahath, Zerah, Shammah, and Mizzah. These were the sons of Basemath, Esau''s wife.",ደቂ ራጉኤል ድማ እዚኣቶም እዮም፥ ናሓትን ዜራሕን ሻማን ሚዛን፡ እዚኣቶም ደቂ ባስማት ሰበይቲ ኤሳው ነበሩ።,"['ደቂ', 'ራጉኤል', 'ድማ', 'እዚኣቶም', 'እዮም', 'ናሓትን', 'ዜራሕን', 'ሻማን', 'ሚዛን', 'እዚኣቶም', 'ደቂ', 'ባስማት', 'ሰበይቲ', 'ኤሳው', 'ነበሩ']","['these', 'are', 'the', 'sons', 'of', 'reuel', 'nahath', 'zerah', 'shammah', 'and', 'mizzah', 'these', 'were', 'the', 'sons', 'of', 'basemath', ""esau''s"", 'wife']"
1037,"These were the sons of Oholibamah, the daughter of Anah, the daughter of Zibeon, Esau''s wife: she bore to Esau Jeush, Jalam, and Korah.",ደቂ ኦሆሊባማ ሰበይቲ ኤሳው፡ ጓል ዓና ጓል ጺብዖን ድማ እዚኣቶም እዮም፥ ንሳ ንኤሳው የዑሽን ያዕላማን ቆራሕን ወለደትሉ።,"['ደቂ', 'ኦሆሊባማ', 'ሰበይቲ', 'ኤሳው', 'ጓል', 'ዓና', 'ጓል', 'ጺብዖን', 'ድማ', 'እዚኣቶም', 'እዮም', 'ንሳ', 'ንኤሳው', 'የዑሽን', 'ያዕላማን', 'ቆራሕን', 'ወለደትሉ']","['these', 'were', 'the', 'sons', 'of', 'oholibamah', 'the', 'daughter', 'of', 'anah', 'the', 'daughter', 'of', 'zibeon', ""esau''s"", 'wife', 'she', 'bore', 'to', 'esau', 'jeush', 'jalam', 'and', 'korah']"
1038,"These are the chiefs of the sons of Esau: the sons of Eliphaz the firstborn of Esau: chief Teman, chief Omar, chief Zepho, chief Kenaz,",ሹማምቲ ደቂ ኤሳው፡ ደቂ ኤልፋዝ በዅሪ ኤሳው፡ እዚኣቶም እዮም፡ ሹም ቴማን፡ ሹም ኦማር፡ ሹም ጼፎ፡ ሹም ቄናዝ፡,"['ሹማምቲ', 'ደቂ', 'ኤሳው', 'ደቂ', 'ኤልፋዝ', 'በዅሪ', 'ኤሳው', 'እዚኣቶም', 'እዮም', 'ሹም', 'ቴማን', 'ሹም', 'ኦማር', 'ሹም', 'ጼፎ', 'ሹም', 'ቄናዝ']","['these', 'are', 'the', 'chiefs', 'of', 'the', 'sons', 'of', 'esau', 'the', 'sons', 'of', 'eliphaz', 'the', 'firstborn', 'of', 'esau', 'chief', 'teman', 'chief', 'omar', 'chief', 'zepho', 'chief', 'kenaz']"
1039,"chief Korah, chief Gatam, chief Amalek: these are the chiefs who came of Eliphaz in the land of Edom; these are the sons of Adah.",ሹም ቆራሕ፡ ሹም ጋዕታም፡ ሹም ኣማሌቅ። እዚኣቶም ሹማምቲ ኤሊፋዝ ኣብ ምድሪ ኤዶም እዮም። እዚኣቶም ደቂ ዓዳ እዮም።,"['ሹም', 'ቆራሕ', 'ሹም', 'ጋዕታም', 'ሹም', 'ኣማሌቅ', 'እዚኣቶም', 'ሹማምቲ', 'ኤሊፋዝ', 'ኣብ', 'ምድሪ', 'ኤዶም', 'እዮም', 'እዚኣቶም', 'ደቂ', 'ዓዳ', 'እዮም']","['chief', 'korah', 'chief', 'gatam', 'chief', 'amalek', 'these', 'are', 'the', 'chiefs', 'who', 'came', 'of', 'eliphaz', 'in', 'the', 'land', 'of', 'edom', 'these', 'are', 'the', 'sons', 'of', 'adah']"
1040,"These are the sons of Reuel, Esau''s son: chief Nahath, chief Zerah, chief Shammah, chief Mizzah: these are the chiefs who came of Reuel in the land of Edom; these are the sons of Basemath, Esau''s wife.",ደቂ ራጉኤል ወዲ ኤሳው ድማ እዚኣቶም እዮም፡ ሹም ናሓት፡ ሹም ዜራሕ፡ ሹም ሻማ፡ ሹም ሚዛ። እዚኣቶም ሹማምቲ ራጉኤል ኣብ ምድሪ ኤዶም እዮም። ንሳቶም ደቂ ባስማት ሰበይቲ ኤሳው እዮም።,"['ደቂ', 'ራጉኤል', 'ወዲ', 'ኤሳው', 'ድማ', 'እዚኣቶም', 'እዮም', 'ሹም', 'ናሓት', 'ሹም', 'ዜራሕ', 'ሹም', 'ሻማ', 'ሹም', 'ሚዛ', 'እዚኣቶም', 'ሹማምቲ', 'ራጉኤል', 'ኣብ', 'ምድሪ', 'ኤዶም', 'እዮም', 'ንሳቶም', 'ደቂ', 'ባስማት', 'ሰበይቲ', 'ኤሳው', 'እዮም']","['these', 'are', 'the', 'sons', 'of', 'reuel', ""esau''s"", 'son', 'chief', 'nahath', 'chief', 'zerah', 'chief', 'shammah', 'chief', 'mizzah', 'these', 'are', 'the', 'chiefs', 'who', 'came', 'of', 'reuel', 'in', 'the', 'land', 'of', 'edom', 'these', 'are', 'the', 'sons', 'of', 'basemath', ""esau''s"", 'wife']"
1041,"These are the sons of Oholibamah, Esau''s wife: chief Jeush, chief Jalam, chief Korah: these are the chiefs who came of Oholibamah the daughter of Anah, Esau''s wife.",ደቂ ኦሆሊባማ ሰበይቲ ኤሳው ድማ እዚኣቶም እዮም፡ ሹም የዑስ፡ ሹም ያዕላም፡ ሹም ቆራሕ። እዚኣቶም ሹማምቲ ኦሆሊባማ፡ ጓል ዓና ሰበይቲ ኤሳው፡ እዮም።,"['ደቂ', 'ኦሆሊባማ', 'ሰበይቲ', 'ኤሳው', 'ድማ', 'እዚኣቶም', 'እዮም', 'ሹም', 'የዑስ', 'ሹም', 'ያዕላም', 'ሹም', 'ቆራሕ', 'እዚኣቶም', 'ሹማምቲ', 'ኦሆሊባማ', 'ጓል', 'ዓና', 'ሰበይቲ', 'ኤሳው', 'እዮም']","['these', 'are', 'the', 'sons', 'of', 'oholibamah', ""esau''s"", 'wife', 'chief', 'jeush', 'chief', 'jalam', 'chief', 'korah', 'these', 'are', 'the', 'chiefs', 'who', 'came', 'of', 'oholibamah', 'the', 'daughter', 'of', 'anah', ""esau''s"", 'wife']"
1042,"These are the sons of Esau (that is, Edom), and these are their chiefs.",እዚኣቶም ደቂ ኤሳው፡ ንሱ ኤዶም፡ ሹማምቶም ድማ እዚኣቶም እዮም።,"['እዚኣቶም', 'ደቂ', 'ኤሳው', 'ንሱ', 'ኤዶም', 'ሹማምቶም', 'ድማ', 'እዚኣቶም', 'እዮም']","['these', 'are', 'the', 'sons', 'of', 'esau', '(that', 'is', 'edom)', 'and', 'these', 'are', 'their', 'chiefs']"
1043,"These are the sons of Seir the Horite, the inhabitants of the land: Lotan, Shobal, Zibeon, Anah,",ደቂ ሰዒር ሖራዊ፡ ኣብታ ሃገር ዝነበሩ፡ እዚኣቶም እዮም፥ ሎጣንን ሾባልን ጺብዖንን ዓናን፡,"['ደቂ', 'ሰዒር', 'ሖራዊ', 'ኣብታ', 'ሃገር', 'ዝነበሩ', 'እዚኣቶም', 'እዮም', 'ሎጣንን', 'ሾባልን', 'ጺብዖንን', 'ዓናን']","['these', 'are', 'the', 'sons', 'of', 'seir', 'the', 'horite', 'the', 'inhabitants', 'of', 'the', 'land', 'lotan', 'shobal', 'zibeon', 'anah']"
1044,"Dishon, Ezer, and Dishan. These are the chiefs who came of the Horites, the children of Seir in the land of Edom.",ዲሾንን ኤጾርን ዲሻንን፡ እዚኣቶም ሹማምቲ ሖራውያን ደቂ ስዒር፡ ኣብ ምድሪ ኤዶም እዮም።,"['ዲሾንን', 'ኤጾርን', 'ዲሻንን', 'እዚኣቶም', 'ሹማምቲ', 'ሖራውያን', 'ደቂ', 'ስዒር', 'ኣብ', 'ምድሪ', 'ኤዶም', 'እዮም']","['dishon', 'ezer', 'and', 'dishan', 'these', 'are', 'the', 'chiefs', 'who', 'came', 'of', 'the', 'horites', 'the', 'children', 'of', 'seir', 'in', 'the', 'land', 'of', 'edom']"
1045,The children of Lotan were Hori and Heman. Lotan''s sister was Timna.,ደቂ ሎጣን ከኣ ሖሪን ሄማምን ነበሩ፡ ሓብቲ ሎጣን ድማ ቲምናዕ።,"['ደቂ', 'ሎጣን', 'ከኣ', 'ሖሪን', 'ሄማምን', 'ነበሩ', 'ሓብቲ', 'ሎጣን', 'ድማ', 'ቲምናዕ']","['the', 'children', 'of', 'lotan', 'were', 'hori', 'and', 'heman', ""lotan''s"", 'sister', 'was', 'timna']"
1046,"These are the children of Shobal: Alvan, Manahath, Ebal, Shepho, and Onam.",ደቂ ሾባል ከኣ እዚኣቶም እዮም፥ ዓልዋንን ማናሓትን ኤባልን ሼፎን ኦናምን።,"['ደቂ', 'ሾባል', 'ከኣ', 'እዚኣቶም', 'እዮም', 'ዓልዋንን', 'ማናሓትን', 'ኤባልን', 'ሼፎን', 'ኦናምን']","['these', 'are', 'the', 'children', 'of', 'shobal', 'alvan', 'manahath', 'ebal', 'shepho', 'and', 'onam']"
1047,"These are the children of Zibeon: Aiah and Anah. This is Anah who found the hot springs in the wilderness, as he fed the donkeys of Zibeon his father.",ደቂ ጺብዖን ድማ እዚኣቶም እዮም፡ ኣያን ዓናን። እዚ ዓና እዚ፡ ኣእዱግ ኣቦኡ ጺብዖን ኣብ በረኻ ኺጓሲ ኸሎ፡ ዐይንታት ማይ ውዑይ ዝረኸበ እዩ።,"['ደቂ', 'ጺብዖን', 'ድማ', 'እዚኣቶም', 'እዮም', 'ኣያን', 'ዓናን', 'እዚ', 'ዓና', 'እዚ', 'ኣእዱግ', 'ኣቦኡ', 'ጺብዖን', 'ኣብ', 'በረኻ', 'ኺጓሲ', 'ኸሎ', 'ዐይንታት', 'ማይ', 'ውዑይ', 'ዝረኸበ', 'እዩ']","['these', 'are', 'the', 'children', 'of', 'zibeon', 'aiah', 'and', 'anah', 'this', 'is', 'anah', 'who', 'found', 'the', 'hot', 'springs', 'in', 'the', 'wilderness', 'as', 'he', 'fed', 'the', 'donkeys', 'of', 'zibeon', 'his', 'father']"
1048,"These are the children of Anah: Dishon and Oholibamah, the daughter of Anah.",ደቂ ዓና ኸኣ እዚኣቶም እዮም፡ ዲሾንን ኦሆሊባማ ጓል ዓናን።,"['ደቂ', 'ዓና', 'ኸኣ', 'እዚኣቶም', 'እዮም', 'ዲሾንን', 'ኦሆሊባማ', 'ጓል', 'ዓናን']","['these', 'are', 'the', 'children', 'of', 'anah', 'dishon', 'and', 'oholibamah', 'the', 'daughter', 'of', 'anah']"
1049,"These are the children of Dishon: Hemdan, Eshban, Ithran, and Cheran.",ደቂ ዲሾን ከኣ እዚኣቶም እዮም፡ ሔምዳንን ኤሽባንን ይትራንን ከራንን።,"['ደቂ', 'ዲሾን', 'ከኣ', 'እዚኣቶም', 'እዮም', 'ሔምዳንን', 'ኤሽባንን', 'ይትራንን', 'ከራንን']","['these', 'are', 'the', 'children', 'of', 'dishon', 'hemdan', 'eshban', 'ithran', 'and', 'cheran']"
1050,"These are the children of Ezer: Bilhan, Zaavan, and Akan.",ደቂ ኤጽር እዚኣቶም እዮም፡ ቢልሃንን ዛዕዋንን ዓቃንን።,"['ደቂ', 'ኤጽር', 'እዚኣቶም', 'እዮም', 'ቢልሃንን', 'ዛዕዋንን', 'ዓቃንን']","['these', 'are', 'the', 'children', 'of', 'ezer', 'bilhan', 'zaavan', 'and', 'akan']"
1051,These are the children of Dishan: Uz and Aran.,ደቂ ዲሻን እዚኣቶም እዮም፥ ዑጽን ኣራንን።,"['ደቂ', 'ዲሻን', 'እዚኣቶም', 'እዮም', 'ዑጽን', 'ኣራንን']","['these', 'are', 'the', 'children', 'of', 'dishan', 'uz', 'and', 'aran']"
1052,"These are the chiefs who came of the Horites: chief Lotan, chief Shobal, chief Zibeon, chief Anah,",ሹማምቲ ሖራውያን እዚኣቶም እዮም፡ ሹም ሎጣን፡ ሹም ሾባል፡ ሹም ጺብዖን፡ ሹም ዓና፡,"['ሹማምቲ', 'ሖራውያን', 'እዚኣቶም', 'እዮም', 'ሹም', 'ሎጣን', 'ሹም', 'ሾባል', 'ሹም', 'ጺብዖን', 'ሹም', 'ዓና']","['these', 'are', 'the', 'chiefs', 'who', 'came', 'of', 'the', 'horites', 'chief', 'lotan', 'chief', 'shobal', 'chief', 'zibeon', 'chief', 'anah']"
1053,"chief Dishon, chief Ezer, and chief Dishan: these are the chiefs who came of the Horites, according to their chiefs in the land of Seir.",ሹም ዲሾን፡ ሹም ኤጽር፡ ሹም ዲሻን። እዚኣቶም በብስሞም ኣብ ምድሪ ስዒር ዘለዉ ሹማምቲ ሖራውያን እዮም።,"['ሹም', 'ዲሾን', 'ሹም', 'ኤጽር', 'ሹም', 'ዲሻን', 'እዚኣቶም', 'በብስሞም', 'ኣብ', 'ምድሪ', 'ስዒር', 'ዘለዉ', 'ሹማምቲ', 'ሖራውያን', 'እዮም']","['chief', 'dishon', 'chief', 'ezer', 'and', 'chief', 'dishan', 'these', 'are', 'the', 'chiefs', 'who', 'came', 'of', 'the', 'horites', 'according', 'to', 'their', 'chiefs', 'in', 'the', 'land', 'of', 'seir']"
1054,"These are the kings who reigned in the land of Edom, before any king reigned over the children of Israel.",ገና ኣብ ደቂ እስራኤል ንጉስ ከይነገሰ፡ ኣብ ምድሪ ኤዶም ዝነገሱ ነገስታት ድማ እዚኣቶም እዮም፥,"['ገና', 'ኣብ', 'ደቂ', 'እስራኤል', 'ንጉስ', 'ከይነገሰ', 'ኣብ', 'ምድሪ', 'ኤዶም', 'ዝነገሱ', 'ነገስታት', 'ድማ', 'እዚኣቶም', 'እዮም']","['these', 'are', 'the', 'kings', 'who', 'reigned', 'in', 'the', 'land', 'of', 'edom', 'before', 'any', 'king', 'reigned', 'over', 'the', 'children', 'of', 'israel']"
1055,"Bela, the son of Beor, reigned in Edom. The name of his city was Dinhabah.",ቢላዕ ወዲ ቤዖር ኣብ ኤዶም ነገሰ፡ ከተማኡ ኸኣ ዲንሃባ ተባህለት።,"['ቢላዕ', 'ወዲ', 'ቤዖር', 'ኣብ', 'ኤዶም', 'ነገሰ', 'ከተማኡ', 'ኸኣ', 'ዲንሃባ', 'ተባህለት']","['bela', 'the', 'son', 'of', 'beor', 'reigned', 'in', 'edom', 'the', 'name', 'of', 'his', 'city', 'was', 'dinhabah']"
1056,"Bela died, and Jobab, the son of Zerah of Bozrah, reigned in his place.",ቤላዕ ድማ ሞተ፡ ዮባብ ወዲ ዘራሕ ካብ ቦጽራ ኣብ ክንዳኡ ነገሰ።,"['ቤላዕ', 'ድማ', 'ሞተ', 'ዮባብ', 'ወዲ', 'ዘራሕ', 'ካብ', 'ቦጽራ', 'ኣብ', 'ክንዳኡ', 'ነገሰ']","['bela', 'died', 'and', 'jobab', 'the', 'son', 'of', 'zerah', 'of', 'bozrah', 'reigned', 'in', 'his', 'place']"
1057,"Jobab died, and Husham of the land of the Temanites reigned in his place.",ዮባብ ከኣ ሞተ። ሑሻም ካብ ሃገር ቴማኒ ኣብ ክንዳኡ ነገሰ።,"['ዮባብ', 'ከኣ', 'ሞተ', 'ሑሻም', 'ካብ', 'ሃገር', 'ቴማኒ', 'ኣብ', 'ክንዳኡ', 'ነገሰ']","['jobab', 'died', 'and', 'husham', 'of', 'the', 'land', 'of', 'the', 'temanites', 'reigned', 'in', 'his', 'place']"
1058,"Husham died, and Hadad, the son of Bedad, who struck Midian in the field of Moab, reigned in his place. The name of his city was Avith.",ሑሻም ድማ ሞተ። ሃዳድ ወዲ በዳድ፡ እቲ ንሰብ ሚድያን ኣብ መሮር ሞኣብ ዝሰዐረ፡ ኣብ ክንዳኡ ነገሰ። ስም ከተማኡ ድማ ዓዊት ነበረ።,"['ሑሻም', 'ድማ', 'ሞተ', 'ሃዳድ', 'ወዲ', 'በዳድ', 'እቲ', 'ንሰብ', 'ሚድያን', 'ኣብ', 'መሮር', 'ሞኣብ', 'ዝሰዐረ', 'ኣብ', 'ክንዳኡ', 'ነገሰ', 'ስም', 'ከተማኡ', 'ድማ', 'ዓዊት', 'ነበረ']","['husham', 'died', 'and', 'hadad', 'the', 'son', 'of', 'bedad', 'who', 'struck', 'midian', 'in', 'the', 'field', 'of', 'moab', 'reigned', 'in', 'his', 'place', 'the', 'name', 'of', 'his', 'city', 'was', 'avith']"
1059,"Hadad died, and Samlah of Masrekah reigned in his place.",ሃዳድ ከኣ ሞተ። ሳምላ ኻብ ማስሬቃ ኣብ ክንዳኡ ነገሰ።,"['ሃዳድ', 'ከኣ', 'ሞተ', 'ሳምላ', 'ኻብ', 'ማስሬቃ', 'ኣብ', 'ክንዳኡ', 'ነገሰ']","['hadad', 'died', 'and', 'samlah', 'of', 'masrekah', 'reigned', 'in', 'his', 'place']"
1060,"Samlah died, and Shaul of Rehoboth by the river, reigned in his place.",ሳምላ ድማ ሞተ። ሻኡል፡ በዓል እታ ጥቓ ርባ ዘላ ረሖቦት ኣብ ክንዳኡ ነገሰ።,"['ሳምላ', 'ድማ', 'ሞተ', 'ሻኡል', 'በዓል', 'እታ', 'ጥቓ', 'ርባ', 'ዘላ', 'ረሖቦት', 'ኣብ', 'ክንዳኡ', 'ነገሰ']","['samlah', 'died', 'and', 'shaul', 'of', 'rehoboth', 'by', 'the', 'river', 'reigned', 'in', 'his', 'place']"
1061,"Shaul died, and Baal Hanan, the son of Achbor reigned in his place.",ሻኡል ከኣ ሞተ እሞ በዓል-ሓናን ወዲ ኣኽቦር ኣብ ክንዳኡ ነገሰ።,"['ሻኡል', 'ከኣ', 'ሞተ', 'እሞ', 'በዓል-ሓናን', 'ወዲ', 'ኣኽቦር', 'ኣብ', 'ክንዳኡ', 'ነገሰ']","['shaul', 'died', 'and', 'baal', 'hanan', 'the', 'son', 'of', 'achbor', 'reigned', 'in', 'his', 'place']"
1062,"Baal Hanan the son of Achbor died, and Hadar reigned in his place. The name of his city was Pau. His wife''s name was Mehetabel, the daughter of Matred, the daughter of Mezahab.",በዓል-ሓናን ወዲ ኣኽቦር ድማ ሞተ። ሃዳር ከኣ ኣብ ክንዳኡ ነገሰ። ስም ከተማኡ ድማ ጳዑ ነበረ፡ ስም ሰበይቱ ኸኣ ሜሄጣብኤል እዩ፡ ንሳ ጓል ማጥሬድ ጓል ሜ-ዛሃብ እያ።,"['በዓል-ሓናን', 'ወዲ', 'ኣኽቦር', 'ድማ', 'ሞተ', 'ሃዳር', 'ከኣ', 'ኣብ', 'ክንዳኡ', 'ነገሰ', 'ስም', 'ከተማኡ', 'ድማ', 'ጳዑ', 'ነበረ', 'ስም', 'ሰበይቱ', 'ኸኣ', 'ሜሄጣብኤል', 'እዩ', 'ንሳ', 'ጓል', 'ማጥሬድ', 'ጓል', 'ሜ-ዛሃብ', 'እያ']","['baal', 'hanan', 'the', 'son', 'of', 'achbor', 'died', 'and', 'hadar', 'reigned', 'in', 'his', 'place', 'the', 'name', 'of', 'his', 'city', 'was', 'pau', 'his', ""wife''s"", 'name', 'was', 'mehetabel', 'the', 'daughter', 'of', 'matred', 'the', 'daughter', 'of', 'mezahab']"
1063,"These are the names of the chiefs who came from Esau, according to their families, after their places, and by their names: chief Timna, chief Alvah, chief Jetheth,",ስም ሹማምቲ ኤሳው በብዓሌቶም፡ በብቦታኦም፡ በብስሞም እዚ እዩ፡ ሹም ቲምናዕ፡ ሹም ዓልዋ፡ ሹም የቴት፡,"['ስም', 'ሹማምቲ', 'ኤሳው', 'በብዓሌቶም', 'በብቦታኦም', 'በብስሞም', 'እዚ', 'እዩ', 'ሹም', 'ቲምናዕ', 'ሹም', 'ዓልዋ', 'ሹም', 'የቴት']","['these', 'are', 'the', 'names', 'of', 'the', 'chiefs', 'who', 'came', 'from', 'esau', 'according', 'to', 'their', 'families', 'after', 'their', 'places', 'and', 'by', 'their', 'names', 'chief', 'timna', 'chief', 'alvah', 'chief', 'jetheth']"
1064,"chief Oholibamah, chief Elah, chief Pinon,",ሹም ኦሆሊባማ፡ ሹም ኤላ፡ ሹም ጲኖን፡,"['ሹም', 'ኦሆሊባማ', 'ሹም', 'ኤላ', 'ሹም', 'ጲኖን']","['chief', 'oholibamah', 'chief', 'elah', 'chief', 'pinon']"
1065,"chief Kenaz, chief Teman, chief Mibzar,",ሹም ቄናዝ፡ ሹም ቴማን ሹም ሚብጻር፡,"['ሹም', 'ቄናዝ', 'ሹም', 'ቴማን', 'ሹም', 'ሚብጻር']","['chief', 'kenaz', 'chief', 'teman', 'chief', 'mibzar']"
1066,"chief Magdiel, and chief Iram. These are the chiefs of Edom, according to their habitations in the land of their possession. This is Esau, the father of the Edomites.",ሹም ማግዲኤል፡ ሹም ዒራም። እዚኣቶም በብምቕማጦም ኣብ ምድሪ ርስቶም ዘለዉ ሹማምቲ ኤዶም እዮም። ኤሳው፡ ንሱ ኣቦ ኤዶማውያን እዩ።,"['ሹም', 'ማግዲኤል', 'ሹም', 'ዒራም', 'እዚኣቶም', 'በብምቕማጦም', 'ኣብ', 'ምድሪ', 'ርስቶም', 'ዘለዉ', 'ሹማምቲ', 'ኤዶም', 'እዮም', 'ኤሳው', 'ንሱ', 'ኣቦ', 'ኤዶማውያን', 'እዩ']","['chief', 'magdiel', 'and', 'chief', 'iram', 'these', 'are', 'the', 'chiefs', 'of', 'edom', 'according', 'to', 'their', 'habitations', 'in', 'the', 'land', 'of', 'their', 'possession', 'this', 'is', 'esau', 'the', 'father', 'of', 'the', 'edomites']"
1067,"Jacob lived in the land of his father''s travels, in the land of Canaan.",ያእቆብ ድማ ኣብታ ኣቦኡ ተሰዲድዋ ዝነበረ ምድሪ፡ ኣብ ምድሪ ኸነኣን ተቐመጠ።,"['ያእቆብ', 'ድማ', 'ኣብታ', 'ኣቦኡ', 'ተሰዲድዋ', 'ዝነበረ', 'ምድሪ', 'ኣብ', 'ምድሪ', 'ኸነኣን', 'ተቐመጠ']","['jacob', 'lived', 'in', 'the', 'land', 'of', 'his', ""father''s"", 'travels', 'in', 'the', 'land', 'of', 'canaan']"
1068,"This is the history of the generations of Jacob. Joseph, being seventeen years old, was feeding the flock with his brothers. He was a boy with the sons of Bilhah and Zilpah, his father''s wives. Joseph brought an evil report of them to their father.",ወለዶ ያእቆብ እዚ እዩ። ዮሴፍ፡ ወዲ ዓሰርተው ሾብዓተ ዓመት ምስ ኰነ፡ ምስ ኣሕዋቱ ጤለበጊዕ ይጓሲ ነበረ። ንሱ ብንእስነቱ ኾሎ ኸኣ ምስ ደቂ ቢልሃን ምስ ደቂ ዚልጳን ኣንስቲ ኣቦኡ ነበረ። ዮሴፍ ድማ እቲ ኽፉእ ወሬኦም ነቦኦም የምጽኣሉ ነበረ።,"['ወለዶ', 'ያእቆብ', 'እዚ', 'እዩ', 'ዮሴፍ', 'ወዲ', 'ዓሰርተው', 'ሾብዓተ', 'ዓመት', 'ምስ', 'ኰነ', 'ምስ', 'ኣሕዋቱ', 'ጤለበጊዕ', 'ይጓሲ', 'ነበረ', 'ንሱ', 'ብንእስነቱ', 'ኾሎ', 'ኸኣ', 'ምስ', 'ደቂ', 'ቢልሃን', 'ምስ', 'ደቂ', 'ዚልጳን', 'ኣንስቲ', 'ኣቦኡ', 'ነበረ', 'ዮሴፍ', 'ድማ', 'እቲ', 'ኽፉእ', 'ወሬኦም', 'ነቦኦም', 'የምጽኣሉ', 'ነበረ']","['this', 'is', 'the', 'history', 'of', 'the', 'generations', 'of', 'jacob', 'joseph', 'being', 'seventeen', 'years', 'old', 'was', 'feeding', 'the', 'flock', 'with', 'his', 'brothers', 'he', 'was', 'a', 'boy', 'with', 'the', 'sons', 'of', 'bilhah', 'and', 'zilpah', 'his', ""father''s"", 'wives', 'joseph', 'brought', 'an', 'evil', 'report', 'of', 'them', 'to', 'their', 'father']"
